0.000000000000000000e+00 1.410800000000000000e+04 3.433333333333333485e+03 2.080000000000000000e+02 5.972666666666666970e+03 1.455333333333333258e+03 8.900000000000000000e+01 6.300000000000000000e+02 1.520000000000000000e+02 1.000000000000000000e+01
1.000000000000000082e-05 1.411000000000000000e+04 3.430666666666666515e+03 2.086666666666666572e+02 5.972333333333333030e+03 1.455666666666666742e+03 8.900000000000000000e+01 6.300000000000000000e+02 1.520000000000000000e+02 1.000000000000000000e+01
2.000000000000000164e-05 1.411000000000000000e+04 3.430000000000000000e+03 2.093333333333333428e+02 5.974000000000000000e+03 1.454000000000000000e+03 8.900000000000000000e+01 6.300000000000000000e+02 1.520000000000000000e+02 1.000000000000000000e+01
3.000000000000000076e-05 1.411066666666666606e+04 3.429000000000000000e+03 2.093333333333333428e+02 5.974333333333333030e+03 1.454000000000000000e+03 8.933333333333332860e+01 6.300000000000000000e+02 1.516666666666666572e+02 1.000000000000000000e+01
4.000000000000000327e-05 1.411000000000000000e+04 3.429666666666666515e+03 2.093333333333333428e+02 5.974666666666666970e+03 1.453666666666666742e+03 8.933333333333332860e+01 6.296666666666666288e+02 1.520000000000000000e+02 1.000000000000000000e+01
5.000000000000000240e-05 1.410933333333333394e+04 3.431000000000000000e+03 2.090000000000000000e+02 5.974666666666666970e+03 1.453333333333333258e+03 8.933333333333332860e+01 6.296666666666666288e+02 1.520000000000000000e+02 1.000000000000000000e+01
6.000000000000000152e-05 1.411000000000000000e+04 3.430333333333333485e+03 2.090000000000000000e+02 5.974333333333333030e+03 1.453666666666666742e+03 8.933333333333332860e+01 6.296666666666666288e+02 1.520000000000000000e+02 1.000000000000000000e+01
6.999999999999999387e-05 1.410933333333333394e+04 3.430666666666666515e+03 2.093333333333333428e+02 5.974333333333333030e+03 1.453333333333333258e+03 8.966666666666667140e+01 6.296666666666666288e+02 1.520000000000000000e+02 1.000000000000000000e+01
8.000000000000000654e-05 1.411100000000000000e+04 3.428666666666666515e+03 2.093333333333333428e+02 5.974000000000000000e+03 1.454333333333333258e+03 8.933333333333332860e+01 6.296666666666666288e+02 1.520000000000000000e+02 1.000000000000000000e+01
9.000000000000000567e-05 1.411233333333333394e+04 3.428333333333333485e+03 2.086666666666666572e+02 5.973666666666666970e+03 1.454333333333333258e+03 8.933333333333332860e+01 6.293333333333333712e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.000000000000000048e-04 1.411266666666666606e+04 3.428000000000000000e+03 2.086666666666666572e+02 5.973000000000000000e+03 1.455000000000000000e+03 8.933333333333332860e+01 6.290000000000000000e+02 1.526666666666666572e+02 1.000000000000000000e+01
1.100000000000000039e-04 1.411100000000000000e+04 3.428666666666666515e+03 2.083333333333333428e+02 5.975000000000000000e+03 1.454666666666666742e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.526666666666666572e+02 1.000000000000000000e+01
1.200000000000000030e-04 1.411100000000000000e+04 3.428666666666666515e+03 2.080000000000000000e+02 5.975666666666666970e+03 1.454333333333333258e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.526666666666666572e+02 1.000000000000000000e+01
1.299999999999999886e-04 1.411000000000000000e+04 3.429000000000000000e+03 2.086666666666666572e+02 5.977333333333333030e+03 1.452666666666666742e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.526666666666666572e+02 1.000000000000000000e+01
1.399999999999999877e-04 1.410966666666666606e+04 3.429333333333333485e+03 2.086666666666666572e+02 5.976666666666666970e+03 1.453666666666666742e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.499999999999999869e-04 1.410966666666666606e+04 3.429333333333333485e+03 2.086666666666666572e+02 5.977666666666666970e+03 1.452333333333333258e+03 8.966666666666667140e+01 6.286666666666666288e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.600000000000000131e-04 1.410966666666666606e+04 3.429000000000000000e+03 2.090000000000000000e+02 5.978000000000000000e+03 1.452000000000000000e+03 8.966666666666667140e+01 6.286666666666666288e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.700000000000000122e-04 1.410933333333333394e+04 3.429666666666666515e+03 2.086666666666666572e+02 5.979000000000000000e+03 1.451000000000000000e+03 8.966666666666667140e+01 6.286666666666666288e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.800000000000000113e-04 1.411033333333333394e+04 3.429666666666666515e+03 2.083333333333333428e+02 5.978333333333333030e+03 1.451333333333333258e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.523333333333333428e+02 1.000000000000000000e+01
1.899999999999999834e-04 1.410766666666666606e+04 3.431000000000000000e+03 2.086666666666666572e+02 5.978666666666666970e+03 1.451666666666666742e+03 8.933333333333332860e+01 6.286666666666666288e+02 1.526666666666666572e+02 1.000000000000000000e+01
